offensive_language,tweet
3.0,"RT @agonyquotez: If i had a dollar for every bobby pin I've lost, I'd be one rich bitch"
0.0,RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;
3.0,RT @AFBoycie: @BrockLesnar ill fight you ! Ya big daft cunt .
0.0,"RT @aekulze: In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/xlxdfZxS9s @vocativ http://t.co/E3hhzNThrk"
3.0,"RT @adviljr: &#8220;@antsyinpantsy: @adviljr you have no sense of humor so back off their backs&#8221;

ur a lil bitch and im 10"
3.0,RT @Advil: remember when people boo&#8217;d One Direction and Gaga was having none of it. i love that bitch.
0.0,"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing"
3.0,RT @adubbFFamous: &#8220;@4MeSheWILL: Bring winter back... This 70 degrees at 7 am shit is for the birds&#8221;---Get The Fukkk Outta Here Bro!!
3.0,"RT @adrianalisett_: Zulema don't worry bitches only act bold when they have somebody to ""back"" them up! It's cool tho I got you if anything!"
3.0,RT @Adrian1_knowsu: @0124jessi lml se pasa de shunsha &#128536;&#128536;and no mi joda w ur bitch waaa &#128514;&#128514;
3.0,RT @Adrian1_knowsu: @0124jessi haha lml wrd no nah de pussy shit lol &#128514;&#128514;
3.0,"RT @AdoreeLenaa: ""@_KudaBrazyy: Hella bored doing laundry like a bitch""&#128514;&#128514;&#128514; I sincerely hate your soul !"
3.0,RT @AdoreBellaaa: Never trippin on no hoes
2.0,RT @AdolfNiggler: when an ugly bitch tells me to text her http://t.co/060glx19oR
2.0,RT @Adolfhibsta: Ratchet ass bitch RT &#8220;@TMZ: Nicki Minaj SMASHES UP her boyfriend's Benz http://t.co/BXqD30Z6Nb http://t.co/gBgjiuIreF&#8221;
3.0,"RT @Adolfhibsta: First off, you just a hoe if you can have sex with a man &amp; not have any feelings for him"
3.0,RT @Adogg_34: @viva_based stealing a car and fuckin yo bitch
0.0,"RT @AdamWeinstein: Working theory: This ""selective race"" abortion ban passed in Florida today was just an excuse for redneck reps to say ..."
0.0,RT @AdamSchein: I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @SNYtv
0.0,RT @AdamSchein: Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: @ChrisCarlinSNY
0.0,"RT @AdamSank: Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm&#8230;"
3.0,RT @AdamSandy52: Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a&#8230;
1.0,RT @ActuallyAmDolan: wen u look liek trash n sum1 complimentz u http://t.co/5AgYHBTFXh
3.0,"RT @ACMobbDeep: @sugarhillgang00 @willyc14_ high flyers, crr, militia, boner squad, ball sack, weiner FC, anal brownies"
3.0,RT @acidlacedbong: I am so jealous of bitches who can squirt &#128530;
0.0,"RT @AChosenWord: Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel&#8230;"
3.0,RT @AC_Hussle: When yall having a good day &amp; she brings up a bitch from Twitter http://t.co/LQVLDxOwsH
3.0,RT @AC_Hussle: Real RT @iHitModelsRaw: All jokes aside the hoes I know some of the coolest women I've ever met
2.0,RT @AC_Hussle: Niggas love cuffing hoes then acting surprised when they turn out to be hoes.
1.0,RT @AC_Hussle: Bron pregame speeches be so trash though lmao
3.0,RT @absoulxo: in a relationship there's gonna be bitches badder than yours or niggas doing better than your nigga. that's where the loyalty&#8230;
2.0,"RT @abreumegan_: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title&#8230;"
0.0,RT @AbortionFunds: Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...
0.0,RT @ABCbirds1: #Neonics are deadly to #birds like the American Kestrel and #bees. Ask @Lowes to take it off their shelves. #EcoWed http://t&#8230;
0.0,RT @ABCbirds1: #Colorado lawmakers consider nation&#8217;s 1st #wind energy legislation to protect #birds &amp; #bats. http://t.co/shwQYb76pw http://&#8230;
3.0,RT @AbbeyGoldd: Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her &#128514;&#128514;&#128079;
3.0,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv
2.0,RT @A2daO: When dykes surround you https://t.co/yWegZs78Om
3.0,"RT @A1rWick: Who cares who looks better between Blue Ivy, North, and whatever other celeb baby. Read your kid a book u simple bitch."
1.0,RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;
3.0,"RT @A_YoungPrince: Some pussy be so wet &#128166;&#128167;&#128166;&#128167;you gotta think about other things not to cum fast.... like ""damn i really failed the 6th grade"""
0.0,RT @A_single_bear: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;
0.0,RT @A_single_bear: How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla&#8230;
3.0,"RT @A_Mitchellll13: ""@10Longdong: Uni suuuucks!! Lolol"" you suck bitch"
2.0,"RT @A_Brown_30: People r retarded for thinking you can eat ""clean"" food all day and lose weight. Calories are calories people."
3.0,"RT @9acino_: ""My hoes are your hoes...but my wife is all mine"" #wisebrethrenwords"
3.0,RT @919Prince: If we're together &#128143;&#128145; and you don't like that bitch &#128129;&#128587; I don't like that bitch either &#128078;&#128076; http://t.co/2F2rERRGsM
3.0,RT @9_3TilInfinity: If I wanted my ex back believe me I'd fucking go get they ass. &#128514; but I ain't bout to dig through the trash. &#128520;&#128686;
0.0,RT @77StephanieG77: A portable septic tank. For allllll those pesky feelings.
3.0,RT @718queens: I rather my girl be clingy than a hoe
3.0,RT @6THGRADER: Today seems like as good a day as ever to bang some bitches and go for ice cream.
3.0,RT @6THGRADER: Mom brought me McDonald's for lunch. I had all the bitches on me.
3.0,"RT @6THGRADER: It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. #ladykiller"
2.0,"RT @6OLDAR: ""@lovelyweird0: I need their workout plan &#128525;&#128553; http://t.co/XMnIm9YIVN"" third bitch had a fucking miracle"
3.0,RT @666joselopez: @Victorasap_ your voice mail little bitch ass nigga http://t.co/n9dMDtvWts
1.0,RT @602StrangeAngel: Your Swags off fag sauce
1.0,RT @5SOS: It's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o&#8230;
3.0,"RT @5200LorA: im pregnant ass bitches , matter fact ima slip down the steps ass bitches"
0.0,RT @516Jake: Hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow http://t.co/hJe7v4aWdw
3.0,RT @510988: Ugliest bitches I've ever seen &#128514; https://t.co/JLeYDCegf0
0.0,"RT @49ers: Oregon State WR @brandincooks is a popular #49ers pick in recent mock drafts. 

DRAFT TRACKER: http://t.co/AEueKmhkQX http://t.c&#8230;"
3.0,RT @49ant: you aint getting no hoes to come back to the room with you if you staying at circus circus bruh
3.0,RT @49ant: if she lives at home she's a little less likely to cheat on you and be a ho
2.0,RT @49ant: down ass bitch RT @NewsBreaker: Aaron Hernandez's girlfriend lied to grand jury 29 times http://t.co/k6x3dUKhtf
0.0,RT @490xl: why get attached to people when you can jump in a trash can and feel the same way
3.0,RT @4550Empire: @QuintinMvP @_200_Soetan yea u know these lil bitches be stalking are twitter for they niggas&#128565;&#128514;&#128514;
3.0,RT @44BINKO: &#8220;@Say_Lil_Zack: I love female cops&#128525;&#8221; they b sum hoes too fuck da jakes &#128110;&#128165;&#128299;
3.0,RT @44BINKO: @VoiceOfDStreetz she spazzed out dude don't have his hoes in line &#128514;&#128514;&#128514;
2.0,RT @44BINKO: @VoiceOfDStreetz &#128514;&#128514;&#128514;&#128514;&#128514; u a hoe &#128557;&#128557;&#128557;&#128557;
3.0,RT @44BINKO: @BreadTruckkBri &#128514;&#128514;&#128514; knwin I heard dat hoe changed
3.0,RT @4200Savage: Since a yungin bitch I been nat nigga
3.0,RT @40oz_VAN: Don't be that frontin' ass bitch.
3.0,RT @3Much4TheseHoez: RT @iDntWearCondoms: If I DM u don't announce it to the timeline bitch I'm tryna fuck on the low
3.0,RT @3High_Tae: Bruh this bitch booty so flat that its muscular &#128128;&#128128;&#128128; http://t.co/8vG3MAtceU
3.0,RT @3amado_carrillo: Rick James bitch
3.0,RT @3amado_carrillo: Just checked my watch n that bitch said sometimes
3.0,"RT @33mLENY: bae: lemme see your phone if you dont have hella hoes 

me: one sec http://t.co/MztLPgx4ur"
3.0,RT @3_Much_: If u a messy bitch hell nawl i cant rock w. You
3.0,RT @2Necklaceez: I'm in this bitch yaaa I do my thanggg &#128079;
3.0,RT @2Live_Que: So y'all just gone look past the fact that this bitch sucking a dick cause her edges laid? I swear hate you bitches &#128530; http:/&#8230;
3.0,RT @2Blunts1Jorge: &#8220;@GinaSanabria_: I'm ugly so don't worry about me having hoes.&#8221;
0.0,RT @2AFight: Muslim Jihadi? Keep Calm and.... http://t.co/iW6HT090s8 #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA http://t.&#8230;
3.0,RT @275YUNGSIMMIE: I hate a lying ass bitch
3.0,RT @275YUNGSIMMIE: I flex it ain't no turning down ...take yo bitch fly out of town ... ...Macin stackin ready to get it crackin aint no tu&#8230;
0.0,RT @23Vnds: Check out the homie @renz360 for that sole sauce! That stuff does miracles!!! @renz360 @renz360&#8230; http://t.co/EecEzJRx6C
3.0,"RT @215potter: Grown men, wearing jerseys with other grown men's name on them..

Don't forget your fucking pom poms."
2.0,RT @215_Bub: Don't sweat these hoes they come wit the money &#128527;
3.0,RT @1WayHustle: I got bitches geekin sneakin cocaina cross the customs - @TheDonIV
1.0,"RT @1TRIKOfficial: @ItsNotAdam No prob! Def a good early set energy tool! If you want to tune in, http://t.co/hxfJWy3Jab in less than an ho&#8230;"
3.0,RT @1stblocklokee: The niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi&#8230;
2.0,"RT @1stblock_thomas: ""@1stBlocJeremiah: You know bitches be mad when they be like ""I'm my own #wcw&#128514;&#128514;"""
3.0,RT @1stBlock_Rody: This bitch always in my pocket &#128073;&#128530;
3.0,RT @1Smedia: When a hoe gets too friendly with Bae &#128545;&#128548;&#128127;&#128298; http://t.co/figgTHzk0L
3.0,RT @1RudeAssNinja: @Yung_N_GettinIt @carleycarllz bro don't argue with these rejected ass Disney models bitches better go play in some food&#8230;
3.0,RT @1MarsB: I might be ugly but my hoes ain't trippin
3.0,RT @1Khariz: kim k lil sisters some hoes
3.0,"RT @1KelliBelle: Needy, clingy men is why I have bitch issues"
3.0,RT @1JohnnyCinco: You can't go wrong with a loyal bitch.
0.0,"RT @1goodlookingman: Bees won, Mets won, and the Yankees lost. It's a good day in baseball."
3.0,"RT @1deep_williard: ""@1017_Sqquad: Come out her pussy and go in her ass come out her ass and go in her mouth"" that way she won't tell nobod&#8230;"
3.0,RT @1CaptainDrew: Supp wigga
3.0,RT @1BigMick: Today I told a woman that she was the quintessential embodiment of sexual femininity. How am I not drowning in pussy?
3.0,RT @1Armaun: Hoes get a boyfriend and swear they not a hoe anymore. Bitch Having a boyfriend doesn't erase what happened before him you ...
0.0,RT @120Sports: Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO: http://t.co/QdldmWBwXJ http://t&#8230;
3.0,RT @11_MeLoBaby_7: @100granHman it ain't nothin to cut that bitch off ayeeee
0.0,"RT @10thAmendment: Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago http://t.co/qZtXJv9x8J http&#8230;"
2.0,RT @10milekid: Hahahaha basic bitches so funny
2.0,RT @100Band_RELL: All yaw hoes want 2 thing Money &amp; Dick
2.0,"RT @0hallis0n: ""This is J Cole you fucking queer"""
2.0,"RT @07Cannon: ""Fuck you mean Macklemore trash nigger?"" http://t.co/NXPjPrhsbu"
2.0,RT @05proFESSOR: Columbus found America and we killed some injuns #SinceTheCubsWonAWorldSeries
3.0,RT @05proFESSOR: @idontbekaren @kelseysocrazy .... this is what all of my bitches say hahaha http://t.co/dHK7eU97Dc
2.0,RT @0_oitsCRUNCH: Def a whiny bitch RT @manddddddd: &#8220;@LawsOfSex: A girl who cries is a girl who cares.&#8221; Or a whiny bitch
3.0,"RT @_YourHoesStink: &#8220;@PizzaBeforeHoes: I hate a ""I'm my own WCW &#128129;"" ass bitch &#128514;&#8221;"
3.0,RT @_yoonea: these bitches can't do nothin for you.
3.0,RT @_yeaimmaBOSS: &#8220;@100046729: I wonder if I @ oomf I be like I want fuck would I be wrong or &#128533;&#8221; you a be one brave as bitch&#128514;&#128514;
3.0,RT @_xplicitContent: if im bad built ok yall built like tractors yall got relationships bitch where mine ?? &#128533;
3.0,RT @_xobrandy: @Blaxxxican invest in some curtains bitch
3.0,RT @_xMaiya_xMonike: What's the difference between a main &amp; a side bitch ?? Shit y'all both getting feed lies &amp; dick!
3.0,RT @_xCallMeZiaa: Lil stupid ass bitch.. i aint fucking with YOU &#128514;
0.0,RT @_WORDtotheWISE: I love when the birds are chirping in the morning #patsgonnasubtweet
2.0,RT @_Withluv_Kira: &#8220;@ChiChi_knows: What's yall favorite chappelle show skit?&#8221; Is wayne Brady gonna have to choke a bitch? &#128514;
1.0,"RT @_wintergirl93: I don't wanna hear Sgt. #Tahmooressi's name come outta the Preezy's mouth. He couldn't be bothered then, keep his pie ho&#8230;"
2.0,RT @_WhitePonyJr_: @Eric_Mariners @JC_1221 peace out then faggot http://t.co/qSGyCVcvaP
3.0,RT @_VodkaThoughts_: shego was the baddest bitch of my childhood&#128293; http://t.co/fiigh50DEj
1.0,"RT @_VodkaThoughts_: ""Light beer? You mean faggot piss?"" -Overly Powered Man"
3.0,"RT @_visionaryJ: Sellin' my soul for material wishes , fast cars &amp; bitches"
3.0,"RT @_ViciousMoe: i have absolutely no ""hoes"""
0.0,RT @_VibeWithMe_: doing someone wrong for the sole reason that they did you wrong will only bring more negative karma &amp; energy into your li&#8230;
2.0,RT @_TyMoore: For all those watching that so raven. Look at this negro now lol&#128514;&#128514;&#128553;&#128553; http://t.co/nEcAKyTdI1
3.0,RT @_twelvestarr: Niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. NO
3.0,RT @_TrillKVLE: @Visually_Gifted I'll find you a ride. But it's no pussy shit and that was some pussy shit &#128548;&#128514;
2.0,"RT @_TraeMartinez: @ATRLfan @ChocolVte_ @baesuschrist @VikkiNoSecrets bitch you ugly as fuck, are you a fuck tranny ? Get Alligator face as&#8230;"
2.0,"RT @_TrackStar15: I hate ""I'm my own WCW"" ass bitches &#58382;"
3.0,RT @_TootieDee: Ion want the pussy if it come wit hairs
3.0,RT @_tonktrippin: if you can't do or say certain shit in front of yo bitch then don't do it
2.0,RT @_TommyGunn_: Some of you cunts owe me money.
3.0,RT @_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard
3.0,RT @_TJL0326: &#8220;@JNH_54: When the pussy so wet you hear that shit smacking &gt;&gt;&gt;&gt;&gt; &#128049;&#128166;&#128166;&#128553;&#128525;&#128588;&#8221; &#10071;&#65039;
0.0,RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;
3.0,"RT @_tiffnasty: Lmaoooooo RT @Weed_Cloudz: If we cuddle then Im sliding something thick in your pussy, just a warning"
3.0,RT @_theDarius: &#8220;@JetsAndASwisher: @_theDarius boy I was clean in them bitches.&#8221;you loved them damn sandals &#128514;
3.0,RT @_theDarius: &#8220;@DopeShitOnly: Man just proofread &amp; edited this niggah sentence&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;feel like I'm back in 6th grade doing daily oral la&#8230;
3.0,RT @_TheBank: Bacon over bitches
3.0,RT @_ThatsIt: When a bitch tell me I'm ugly &#128514;&#128514;&#128514;&#128514; http://t.co/o9EkMrw5WK
2.0,RT @_ThatGirlKhaila: Yo hoe will get slayed &#128514;
3.0,RT @_ThatBoyKing: All you hoes wake up
2.0,RT @_tenijieth: I believe there's a hood in heaven cause the devil gots a bad bitch.
3.0,RT @_tellmeboutLOVE: I swear these bitches think their still in highschool
2.0,RT @_TatyanaShells: he like me even more cuz he know I gotta bitch
3.0,RT @_soulfulsiren: &#8220;@VizyIsIgnant: When she waives her pussy fees&gt;&gt;&gt;&gt;&#8221; bye Lawrence &#128075;
3.0,RT @_SooFcknHomo: Yeen suckin yeen fuckin watchu doin hoe ?
3.0,RT @_SiNCERE18: - when ya friends nag you like they yo bitch &#128064; mayne chill tf
3.0,RT @_shorrtstop: If you still put your pride in front of your feelings .. Then yes bitch your still childish
3.0,"RT @_ShesSuchADoll: ; straight &#128686; ""@DrewWhosUrDaddy: To each his own @wizkhalifa but these hoes weak http://t.co/W7TEj28aNr"""
3.0,RT @_SadisticBitch: I'll never understand how people can fake an entire relationship? I can't even fake a 'hello' to a bitch that I fucking&#8230;
3.0,"RT @_RyanRod: RT @AmazinTheGreat: Girls say bs like ""you got too many hoes"". Stop letting twitter and IG fool you. I don't know these fucki&#8230;"
1.0,RT @_RiveraJustin: It's unattractive when girls act ghetto
3.0,"RT @_reathie: ""@1inkkofrosess: Any bitch that has ever had a ""problem"" with me ain't checked shit but my twitter &#128541;""NBS !!"
3.0,"RT @_RealThickJazz: ""@1inkkofrosess: Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;"" &#128514;&#128514;"
3.0,"RT @_princessShy: pussy like girls&#128571;, damn is my pussy gay?"
3.0,RT @_PrettyJade: I don't care about none of these bitches &#128524;
3.0,RT @_prettygirl92: bitches jus love to get me madd
3.0,RT @_posterboi: And y'all niggas jus give up the pussy.. I wonder how y'all feel reading the TL... Nervous AF huh? Thinkin y'all bout to ge&#8230;
3.0,RT @_posterboi: &#128591; Lord please don't let this bitch kill my vibe.
1.0,"RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;"
2.0,RT @_politeASSHOLE: 1) A real nigga would NEVER be hurt and crying over pussy they didn't get for two years. What kinda gay shit is that?
3.0,RT @_POCAPetite: stick by his side and don't give his pussy up . .
3.0,RT @_PlayboyG: Another movie that's gonna make you question your bitch &#128530;&#128514; https://t.co/V9EbkQytsu
3.0,"RT @_PimpC: ""@koniikonn: &#8220;@_Weezy_Wee: If you ask me, every bitch gay&#8221; not me I'm all sexual"" Wtf is all sexual? If you don't mind me asking"
3.0,"RT @_Phocus: ""@BOSSSHlTONLY: This bitch... http://t.co/o7uSKCMfcD""&#128514;&#128514;"
3.0,RT @_pgwashere: Truth B told i have -0 hoes &#128514;
3.0,"RT @_Perarl: BITCH YOU GUESSED IT ""@VSamone: &#8220;@_Perarl: my pussy cuteness always sets me up for a good day&#128522;&#8221;u need some dick""

WOOOOH

You &#8230;"
0.0,"RT @_pascuzzo: ""@Salon: Meanwhile in Texas: 19-year-old man facing 5 years to life in prison for $25 worth of pot brownies http://t.co/438F&#8230;"
3.0,RT @_OgElizabeth: On god yall hoes better get off my twitter
3.0,"RT @_NoREGGIEAllow: I think IF i had hoes , i would tell them alll the same shit &#128514; im too lazy to be tryna switch shit up . &#128564;"
3.0,RT @_NikkiiiBeeee: Getting called ugly by a bitch that use to idolize you. &#128064; Ohhhh well okay... &#128514;
3.0,"RT @_NenaKelly: Thursday We will see bitches dressed up like if the hallways were runways, clown make up on some girls,guys with pants belo&#8230;"
3.0,"RT @_naptural_: ""@NoBeeetch: When you drop all your hoes for the wrong one and you gotta bring em back http://t.co/vUBKmFQyAJ"" LMFAOOOOOOO"
0.0,RT @_MykalaJ: @whitakerc54 blame it on the yellow chucks lmfao
3.0,RT @_Mr_Williams_: Hoes gone be hoes.&#128581;and these hoes can't be trusted &#9994;
3.0,"RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/ptk6CzTtkS"
3.0,RT @_MoDavis: RT if you want me to expose some more bitches http://t.co/mGZjPp0rfs
0.0,RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;
2.0,RT @_MissBre: She's hurt. The nigga she crushing on fucking a bottle girl so they all have to be hoes.
2.0,RT @_MissBre: Lord. RT @BadSkinWavyHair: RT @_MissBre #SugarCode RT @KiiD_ThatGuy: If you a hoe you a hoe I'm not finna sugar code it
3.0,RT @_MindAtEase: Wet pussy with no smell a mf
3.0,RT @_MindAtEase: Fuck twerking bitch can you cook
3.0,"RT @_MILLz5: ""@Spotlightasiaa: &#128514;&#128514;&#128514;&#128514;&#128514; why fab snapped like that http://t.co/gLKgTqIG15"" &#128514;&#128514;&#128514; ""konnnichiwa bitch"""
0.0,"RT @_mikaylahh: I asked @zzachbarness to get me pink bunnies one time, so he brought me yellow chicks...&#128048;&#128149;"
2.0,RT @_MCBaybeh1218: Keep ur bitch on a leash .
3.0,"RT @_materialgurlxo: How you leave ya mans dead for a broke bitch, most these rap niggas on some hoe shit!!!"
2.0,"RT @_Maniac_Mind_: I tell a bitch, go and get my name tatted on her spine so I can feel good when I'm hittin it from behind"
0.0,RT @_lvrking: chris brown is trash.
2.0,RT @_LOSOWORLD: @ChiefKeef bitch ass nikka took Flight Frm #Kenosha
3.0,RT @_LLcooLJ: bitch i don't fucking know you
3.0,"RT @_LindseyLove: ""Let me tell y'all bitches something right quick"" http://t.co/2jcQl8pFLc"
3.0,"RT @_LilBaddiee_: I have a daughter to think about , yall think I'm worry about you hoes , naaaaaaaa"
3.0,RT @_LiftingProbz_: if i had a dollar for every time i fucked ur bitch http://t.co/8ike4m29co
2.0,"RT @_LexC__: I'm convinced that some of y'all bitches get pregnant purposely because ""birth control &amp; plan b pills"" are effective &#128533;&#128056;&#9749;&#65039;"
3.0,RT @_lex_lloyd: Y'all bitches be like 16 looking 25 &#128553;
3.0,RT @_LastQueenCyn_: Niggas be in that pussy like http://t.co/DDJSB5itcD
3.0,"RT @_LastQueen_Bri: Everybody claim they fvck with ""bad bitches"" but all the ugly bitches getting pregnant&#128118;&#128118; 
.

.

.

.
Somebody lien&#128530;&#128530;"
3.0,"RT @_Kristin_Nikole: ""@zzachbarness: Swear AG ugly den a bitch. He look like a possum and giraffe mix breed."" This isnt funny. But I died l&#8230;"
2.0,"RT @_KJTheGreat: I knew a bitch in college who sold the pussy for 2-3 ""favors"""
3.0,RT @_KJTheGreat: Four Brothers showed the bitch in a lot of niggas. I would've killed. I would've killed Victor Sweet if I was one of his l&#8230;
3.0,RT @_kivnaaa: @VivaLaKash &#128514;&#128514;&#128514; on God i be thinking that . lol people at school be showing me this nigguh videos . im like &#128563; he famous oss &#128514;
3.0,RT @_Kingdineroo: Lmao dis bitch dumb asl http://t.co/O0RraJ8Vij
3.0,RT @_KingCorey_: &#8220;@skyereyes_: &#8220;@GinaSanabria_: I have no hoes man. I don't need those though &#128564;&#8221;&#128557;&#128557; I need to pick mines back up &#128553;&#8221;
3.0,RT @_KINGCAILLOU: Shit like this why hoes head be fuck up the want social media ass relationships http://t.co/F7pTmbSSLU
2.0,RT @_katrinasalazar: this what most of yall hoes need to admit . https://t.co/SXz6y0HRR0
2.0,"RT @_justcallmetajj: imma cool as bitch so if a bitch don't like me it's a personal problem 
."
3.0,RT @_juicewayne: I swear it's the huge bitches that think they the baddest
2.0,RT @_JohnFKennedy_: One man's trash is another man's wife #Fact
3.0,"RT @_JohnFKennedy_: I choose to fuck all these bitches not because they're easy, but because I'm hard #PresidentialPounding"
3.0,"RT @_JohnFKennedy_: Fuck bitches, get re-elected #TeamJFK"
1.0,RT @_JocelynB: Yu hoes just love to pump fake bout y'all lives on these social networks
3.0,RT @_JioVanni: These bitches play on everybody's team
2.0,RT @_jeff_hank: @lgreiner3 @Versharky @RayceWarden @BigJohn_Studd fuck no id be gettin swole in there like everyday nigger
2.0,"RT @_JBsoprano: ""Young N****s act hard and all the bad B*****s grew up to be trash broads"" -@JaeTips"
3.0,RT @_James_Kirby_: The bigger the hoops the bigger the hoe #jerryspringer #classic #truthhurts
3.0,"RT @_jahmall_: &#8220;@_BlueUnicorns: Df Bruh http://t.co/EIvJYapKuD&#8221; ""go wash the dishes in the sink then come upstairs and eat this pussy"""
3.0,"RT @_ItsUpWitPc: Gotta eat her pussy so good she forget dick coming next. Have her talking to herself like ""he brought dick with him too"""" &#8230;"
2.0,RT @_itsKILLA_: Yall hoes love football
3.0,RT @_IStayLowkey_: This bitch must be stopped http://t.co/plNmHgU4yY
3.0,RT @_indylovee: these bitch niggas couldn't live my cold life$tyle&#128184;&#128080;&#128523;
3.0,"RT @_ImtrILLasFuk: If her pussy got over 10 body counts, It's dead&#128128;. Pussies&#128049; only have 9 lives &#128514;&#128514;"
3.0,RT @_ImtrILLasFuk: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;
3.0,RT @_imREDhoe: heard a bitch say im ugly but ha nigga thank different &#128523; you say you mainline he dont treat me no different &#9996;&#128540;
3.0,RT @_ImOVERSEAS: Hoes out here selling pussy for some new uggs! You disqualified
3.0,RT @_iMcNasty: Heat lost. Medical marijuana got rejected. Rick Scott got reelected. I still have no hoes. Today's just been a bad day.
3.0,"RT @_iMadeHerWise: Idc about your ""story"", if Petey Pablo said your name in Freek A Leek, you automatically a hoe"
3.0,RT @_illionaire: @VoiceOfDStreetz hahahaha signs be funny than a bitch
1.0,RT @_iHATEMOON: All these bitches &amp; niggaz with they imaginary haters .....
3.0,"RT @_iGotHer: ""Her pussy fatter than ya dick"" lmao"
2.0,RT @_iForeign: You talking shit &#128567; But yo pockets ain't shit &#128169; Yo bitch ain't shit &#128169; Yo life ain't shit &#128169; nigga you just a ain't shit as nig&#8230;
3.0,RT @_iChrisP: &#8220;@Shane_A1: swear me n zee da only niccas who aint got da update yet&#8221;&lt;I'm right there wit cha bruh
3.0,RT @_IBeKev: Throw me a blunt bitch
2.0,RT @_IAmMariahJ: @1017_Sqquad man I just went from 0 - 100 real quick I ain't no hoe the fuck niggas thought this was ?&#128530;
3.0,RT @_iamextra: 7 out of 10 RT @TAXSTONE: Every bitch in Houston look good ?
3.0,RT @_iAmDizzy: A hoe gone be a hoe and dats #100 nd when a nigga broke them hoes act funny!
3.0,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;
3.0,RT @_HolySmokes: If you can't eat pussy that's got hair on it I'm not even sure you really know how to eat pussy.
2.0,RT @_hillzzz: this is real life &#128557; RT @NoWomanIsRight: She want to give u pussy so bad she mad at u cus u fucking it up
3.0,RT @_Headsyoulose: I'll write a poem for u hoe http://t.co/jQPzftI14w
3.0,RT @_haleybeeee: Im a boss ass bitch! @MostDoubt3d6 @EmilyMorring
3.0,RT @_groovymovie: &#8220;@Shane_A1: Hmu talmbout match but when I pull up its 30 other niccas wit ya &#128530;&#8221; smfh shit like that kill me
3.0,RT @_groovyg: me 2nite bitches http://t.co/NlToDB7xze
3.0,RT @_getMEAUXmoney: &#8220;@100046729: &#8220;@_getMEAUXmoney: Nobody cares about KIRK Bosley no&#8221;I care bout my cousin hoe&#8221; http://t.co/k1OLU522FT
3.0,"RT @_Fvfx: Pussy will always be my fav iggy song, like how do you not like a song that just says pussy numerous amounts of time."
3.0,RT @_FreeMax_: &#128514;&#128514;&#128514;&#128557; skitdaddle wit that shit hoe http://t.co/BXsLCSHjHE
2.0,"RT @_forevernee: I hate a copy cat ass bitch. Monkey see, monkey do ass bitch &#128544;"
